City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,obidos,-1.9175,-55.5181,33.66,46,42,3.14,BR,1707676588
360,waiuku,-37.25,174.75,15.74,80,0,1.27,NZ,1707676588
361,sanming,26.2486,117.6186,8.21,72,0,0.95,CN,1707676589
362,kurchatov,51.6601,35.6521,-0.33,98,100,4.81,RU,1707676589
363,ugep,5.8086,8.0812,32.38,34,2,0.78,NG,1707676590
364,la ligua,-32.4524,-71.2311,26.73,40,0,4.6,CL,1707676590
365,bay roberts,47.5999,-53.2648,4.17,86,100,2.24,CA,1707676591
366,mata-utu,-13.2816,-176.1745,28.36,82,54,9.23,WF,1707676591
367,la plata,-34.9215,-57.9545,32.12,40,16,3.47,AR,1707676560
368,karacasu,37.7282,28.6057,9.62,80,100,3.26,TR,1707676592
369,dossor,47.5272,52.9811,-5.07,94,87,6.65,KZ,1707676593
370,knezevo,44.4908,17.3775,7.02,85,100,1.71,BA,1707676593
371,gonabad,34.3529,58.6837,11.01,29,67,2.24,IR,1707676594
372,ravar,31.2656,56.8055,9.29,37,100,0.67,IR,1707676594
373,sisimiut,66.9395,-53.6735,-21.55,91,81,3.0,GL,1707676594
374,cockburn town,21.4612,-71.1419,25.98,53,40,5.14,TC,1707676595
375,odacho-oda,35.1833,132.5,4.43,51,100,10.42,JP,1707676595
376,xianning,29.8833,114.2167,9.44,64,0,2.62,CN,1707676596
377,namdrik,5.5994,168.1028,27.36,82,74,10.49,MH,1707676596
378,tilcara,-23.5776,-65.3509,18.43,61,97,4.41,AR,1707676597
379,tacna,-18.0056,-70.2483,25.11,57,40,5.66,PE,1707676597
380,knittelfeld,47.2167,14.8167,5.26,100,75,0.0,AT,1707676598
381,erenhot,43.6475,111.9767,-8.1,81,3,4.83,CN,1707676598
382,san miguel,13.4833,-88.1833,33.78,33,0,5.14,SV,1707676599
383,huesca,42.1362,-0.4087,6.38,80,0,2.57,ES,1707676599
384,ankazoabo,-22.2833,44.5167,23.51,93,100,2.58,MG,1707676600
385,mount gambier,-37.8333,140.7667,11.75,96,1,1.1,AU,1707676600
386,verkhniy rohachyk,47.2505,34.338,5.95,87,100,7.16,UA,1707676601
387,cabedelo,-6.9811,-34.8339,26.37,64,55,5.11,BR,1707675954
388,gotsucho,35.0,132.2167,6.56,55,100,7.88,JP,1707676602
389,conde,-7.2597,-34.9075,25.7,100,100,5.66,BR,1707676602
390,ashburton,-37.8626,145.0794,20.22,86,0,1.39,AU,1707676603
391,magadan,59.5667,150.8,-22.17,88,100,3.18,RU,1707676519
392,abancay,-13.6339,-72.8814,24.02,52,98,3.31,PE,1707676604
393,kristiansund,63.1115,7.732,-0.64,64,0,3.6,NO,1707676604
394,keflavik,64.0049,-22.5624,0.24,64,0,6.17,IS,1707676605
395,yemva,62.59,50.8594,-24.39,100,100,1.44,RU,1707676605
396,reggane,26.7158,0.1714,24.19,29,0,2.25,DZ,1707676606
397,rumbek,6.802,29.6912,34.47,20,100,2.39,SS,1707676606
398,paraiso,9.8383,-83.8656,28.42,47,6,3.38,CR,1707676463
399,manokwari,-0.8667,134.0833,25.6,81,99,2.53,ID,1707676399
400,karratha,-20.7377,116.8463,27.8,81,0,6.81,AU,1707676503
401,makueni boma,-1.8041,37.6203,18.98,81,100,0.31,KE,1707676609
402,upington,-28.4478,21.2561,33.21,12,0,2.06,ZA,1707675944
403,concepcion,-36.827,-73.0498,18.89,63,0,6.69,CL,1707676323
404,torrington,41.8007,-73.1212,7.66,74,100,2.68,US,1707676610
405,mizdah,31.4451,12.9801,14.63,37,100,6.58,LY,1707676611
406,howard springs,-12.497,131.047,24.95,95,100,3.23,AU,1707676147
407,greymouth,-42.4667,171.2,9.61,85,100,2.07,NZ,1707676612
408,lihue,21.9789,-159.3672,20.58,89,0,3.6,US,1707676047
409,santa luzia,-19.7697,-43.8514,30.6,51,40,4.12,BR,1707676613
410,cozumel,20.5083,-86.9458,29.04,76,75,5.81,MX,1707676571
411,jawf al maqbabah,13.8378,45.8349,21.44,71,0,0.66,YE,1707676614
412,sterlibashevo,53.4376,55.2578,-25.46,99,19,1.46,RU,1707676615
413,kununurra,-15.7667,128.7333,24.99,100,40,1.03,AU,1707676082
414,bambanglipuro,-7.95,110.2833,24.4,89,100,1.62,ID,1707676277
415,tamanrasset,22.785,5.5228,20.95,7,0,2.57,DZ,1707676091
416,kalach,50.4258,41.0261,-2.05,96,100,5.43,RU,1707676616
417,timimoun,29.2639,0.231,23.21,20,2,2.57,DZ,1707676617
418,okahao,-17.885,15.0667,30.68,39,85,2.95,NA,1707676617
419,birjand,32.8663,59.2211,6.26,22,0,0.0,IR,1707676618
420,ghazni,33.5536,68.4269,-1.35,56,100,2.92,AF,1707676618
421,coquimbo,-29.9533,-71.3436,20.85,73,75,4.12,CL,1707676112
422,pandan,14.0453,124.1694,24.26,74,99,9.14,PH,1707676619
423,san marcos,33.1434,-117.1661,18.05,37,0,2.57,US,1707676536
424,port moresby,-9.4431,147.1797,24.68,94,40,2.57,PG,1707676620
425,st. john's,47.5649,-52.7093,3.97,84,75,4.63,CA,1707676621
426,prince rupert,54.3161,-130.3201,1.83,100,75,3.6,CA,1707676054
427,minas de marcona,-15.2119,-75.1103,24.55,58,91,7.39,PE,1707676141
428,ponoka,52.6768,-113.5815,1.05,70,16,3.67,CA,1707676622
429,zhaotong,27.3167,103.7167,6.13,76,44,0.74,CN,1707676623
430,osakarovka,50.565,72.5692,-20.94,98,58,4.52,KZ,1707676623
431,kenai,60.5544,-151.2583,-6.95,93,75,1.54,US,1707676624
432,ulaangom,49.9811,92.0667,-15.9,95,94,1.2,MN,1707676624
433,urucara,-2.5364,-57.76,32.8,51,29,1.9,BR,1707676625
434,kedougou,12.5579,-12.1743,40.32,15,0,2.06,SN,1707676625
435,valle de la pascua,9.2155,-66.0073,36.45,24,11,4.05,VE,1707676625
436,ujae,8.9322,165.7642,26.81,73,98,11.04,MH,1707676626
437,zhytkavichy,52.2168,27.8561,2.5,98,100,3.97,BY,1707676632
438,cam ranh,11.9214,109.1591,23.98,78,40,9.77,VN,1707676632
439,kuching,1.55,110.3333,27.23,92,40,0.0,MY,1707676633
440,charata,-27.2144,-61.188,38.3,46,100,2.5,AR,1707676633
441,macapa,0.0389,-51.0664,25.99,94,100,3.6,BR,1707676634
442,kharp,66.8014,65.8081,-27.05,98,44,5.64,RU,1707676634
443,bonthe,7.5264,-12.505,27.56,79,5,4.47,SL,1707676634
444,taulaga,-11.0553,-171.0883,27.88,84,100,9.72,AS,1707676635
445,yanta,36.2411,115.6672,5.03,85,0,3.79,CN,1707676635
446,weno,7.4515,151.8468,27.97,74,40,3.6,FM,1707676636
447,kapa'a,22.0752,-159.319,20.99,89,0,3.6,US,1707676636
448,topchikha,52.8192,83.1185,-14.24,95,14,4.29,RU,1707676637
449,tsiombe,-25.3,45.4833,25.03,92,86,2.38,MG,1707676638
450,fomboni,-12.28,43.7425,28.47,78,100,4.01,KM,1707676638
451,burabay,53.0838,70.3138,-17.42,95,100,5.62,KZ,1707676639
452,fiambala,-27.6871,-67.6149,31.56,37,0,5.77,AR,1707676639
453,at taraf,25.3628,49.725,15.3,88,97,4.8,SA,1707676640
454,kayangel,8.0823,134.7173,27.32,80,74,9.6,PW,1707676092
455,tsaratanana,-16.7833,47.65,24.16,93,100,1.6,MG,1707676641
456,codrington,-38.2667,141.9667,14.4,95,1,1.74,AU,1707676098
457,kisangani,0.5167,25.2,23.55,84,100,1.48,CD,1707676642
458,biltine,14.5333,20.9167,26.51,11,0,3.4,TD,1707676642
459,nagqu,31.5,92.0,-11.65,51,100,2.13,CN,1707676643
460,maitum,6.0392,124.4986,24.25,86,10,2.33,PH,1707676643
461,kupang,-10.1667,123.5833,26.32,100,75,1.54,ID,1707676064
462,san luis de la loma,17.2706,-100.8939,32.66,37,0,3.37,MX,1707676242
463,cruzeiro do sul,-29.5128,-51.9853,30.28,94,100,2.68,BR,1707676645
464,vegreville,53.5001,-112.0518,-0.7,61,10,5.66,CA,1707676645
465,brookings,44.3114,-96.7984,3.4,69,0,8.75,US,1707676127
466,tralee,52.2704,-9.7026,5.14,87,20,3.6,IE,1707676174
467,ugoofaaru,5.6667,73.0,27.95,71,98,5.86,MV,1707676647
468,kalabo,-14.97,22.6814,25.01,56,20,2.75,ZM,1707676647
469,mersing,2.4312,103.8405,26.95,83,20,6.69,MY,1707676648
470,vorkuta,67.5,64.0,-29.98,100,100,2.25,RU,1707676239
471,ulsteinvik,62.3432,5.8487,3.2,66,100,4.02,NO,1707676649
472,sayansk,54.1088,102.1648,-13.2,87,100,1.29,RU,1707676650
473,bunda,-2.05,33.8667,21.29,78,18,0.83,TZ,1707676650
474,kingscliff,-28.2667,153.5667,24.89,73,40,5.14,AU,1707676651
475,san ignacio,17.1561,-89.0714,30.08,66,0,2.06,BZ,1707676651
476,pacific grove,36.6177,-121.9166,16.34,72,0,4.02,US,1707676652
477,palu,-0.8917,119.8707,24.43,98,100,0.53,ID,1707676236
478,nuriootpa,-34.4833,139.0,22.58,44,0,2.68,AU,1707676653
479,lascahobas,18.8294,-71.9364,29.8,29,0,0.1,HT,1707676653
480,saudarkrokur,65.7461,-19.6394,-1.36,80,100,4.2,IS,1707676654
481,jwaneng,-24.6004,24.7303,23.7,58,8,6.62,BW,1707676654
482,miguel ahumada,30.6167,-106.5167,8.05,36,8,9.33,MX,1707676655
483,grand falls-windsor,48.9332,-55.6649,3.06,93,100,0.45,CA,1707676655
484,kruisfontein,-34.0033,24.7314,21.6,83,5,5.26,ZA,1707676656
485,pangai,-19.8,-174.35,28.06,89,40,4.63,TO,1707676656
486,el matama,16.7095,33.3565,24.5,13,5,4.75,SD,1707676657
487,oyama,36.3,139.8,2.6,99,100,1.8,JP,1707676657
488,kaa-khem,51.6833,94.7333,-7.0,96,100,0.6,RU,1707676140
489,hood river,45.7054,-121.5215,8.73,87,75,1.79,US,1707676658
490,shangzhi,45.2167,127.9667,-17.86,99,49,1.99,CN,1707676659
491,dalhart,36.0595,-102.5133,-0.34,86,100,11.32,US,1707676494
492,talcahuano,-36.7167,-73.1167,18.82,63,0,6.69,CL,1707676660
493,port lincoln,-34.7333,135.8667,17.73,91,0,2.59,AU,1707676110
494,fort bragg,35.139,-79.006,19.91,78,100,8.75,US,1707676660
495,huai'an,33.5886,119.0192,4.77,77,0,2.78,CN,1707676661
496,guarapari,-20.6667,-40.4975,29.94,79,0,6.56,BR,1707676662
497,castanas,13.8822,121.5517,22.33,84,62,4.02,PH,1707676662
498,zastron,-30.3023,27.084,18.89,27,0,1.18,ZA,1707676663
499,aracuai,-16.8497,-42.0703,31.02,48,16,2.63,BR,1707676617
500,contamana,-7.3333,-75.0167,30.82,67,54,2.73,PE,1707676664
501,saint-pierre,-21.3393,55.4781,27.82,69,0,6.17,RE,1707676168
502,barabai,-2.5833,115.3833,23.29,100,100,0.14,ID,1707676665
503,akcakoca,41.0866,31.1162,12.32,66,100,5.81,TR,1707676665
504,garissa,-0.4536,39.6401,32.07,31,94,3.19,KE,1707676666
505,lazaro cardenas,17.9583,-102.2,27.32,58,3,3.43,MX,1707676056
506,zheleznodorozhnyy,55.7503,38.0042,-6.47,98,100,2.24,RU,1707676667
507,rovnoye,50.7765,46.0509,-9.48,93,100,3.33,RU,1707676667
508,sosnovo-ozerskoye,52.5249,111.5418,-13.43,94,100,2.73,RU,1707676667
509,chonchi,-42.6128,-73.8092,17.56,90,94,1.3,CL,1707676095
510,nobres,-14.7203,-56.3275,25.9,89,100,2.25,BR,1707676668
511,ilhabela,-23.7781,-45.3581,28.6,74,11,2.81,BR,1707676669
512,ndibene dahra,15.3338,-15.4766,38.99,6,0,3.61,SN,1707676669
513,wotho,10.1657,166.0102,25.84,81,100,11.74,MH,1707676670
514,ryotsu-minato,38.0833,138.4333,5.19,50,100,6.03,JP,1707676244
515,christchurch,-43.5333,172.6333,8.04,87,100,1.54,NZ,1707676506
516,kambove,-10.8764,26.5969,17.61,96,99,1.29,CD,1707676671
517,ternate,0.8,127.4,26.51,84,99,4.05,ID,1707676672
518,yurty,56.0498,97.6348,-15.1,92,74,3.12,RU,1707676672
519,carbonear,47.7332,-53.2148,4.23,88,100,3.27,CA,1707676672
520,ibshaway,29.358,30.6814,17.79,36,100,2.8,EG,1707676673
521,egilsstadir,65.2653,-14.3948,-0.05,93,100,7.72,IS,1707676114
522,corner brook,48.9667,-57.9484,1.09,100,100,1.2,CA,1707676134
523,nar'yan-mar,67.6713,53.087,-30.5,100,42,1.79,RU,1707676137
524,koksan,38.7819,126.6664,-3.16,81,1,0.39,KP,1707676675
525,nadym,65.5333,72.5167,-25.17,97,89,5.11,RU,1707676675
526,salym,60.0625,71.4789,-20.36,95,100,3.61,RU,1707676676
527,ciudad valles,21.9833,-99.0167,39.02,14,100,1.65,MX,1707676676
528,kloulklubed,7.0419,134.2556,26.28,81,37,9.34,PW,1707676677
529,kocaali,41.0534,30.8528,13.77,60,100,3.84,TR,1707676677
530,alice town,25.7167,-79.3,23.74,71,34,7.84,BS,1707676677
531,acarau,-2.8856,-40.12,28.53,75,98,6.4,BR,1707676148
532,rochester,43.1548,-77.6156,3.55,70,100,4.63,US,1707676510
533,thunder bay,48.4001,-89.3168,-5.01,86,100,1.03,CA,1707676386
534,ladyzhyn,48.685,29.2368,7.34,81,100,4.03,UA,1707676679
535,sydney mines,46.2367,-60.2177,5.59,82,75,5.66,CA,1707676680
536,rio grande,-32.035,-52.0986,31.06,77,39,4.06,BR,1707676084
537,hami,42.8,93.45,-2.04,51,0,2.86,CN,1707676680
538,tshikapa,-6.4167,20.8,23.42,89,99,1.33,CD,1707676681
539,mahanoro,-19.9,48.8,24.95,91,88,0.42,MG,1707676681
540,masterton,-40.9597,175.6575,10.61,73,6,0.84,NZ,1707676682
541,turpan,42.9333,89.1667,2.88,53,0,0.4,CN,1707676683
542,nebbi,2.4783,31.0889,27.23,47,93,2.06,UG,1707676683
543,oodweyne,9.4092,45.064,23.47,33,6,3.6,SO,1707676684
544,velyka mykhaylivka,47.0794,29.8514,13.59,68,100,6.62,UA,1707676684
545,machico,32.7,-16.7667,22.23,81,20,2.57,PT,1707676685
546,beniganim,38.9536,-0.4454,12.82,57,100,0.45,ES,1707676685
547,tchintabaraden,15.8969,5.7985,25.31,7,0,3.4,NE,1707676686
548,sao joao da barra,-21.6403,-41.0511,32.05,62,0,6.12,BR,1707676686
549,shuangcheng,45.35,126.2833,-9.18,84,11,6.39,CN,1707676687
550,guilin,25.2819,110.2864,5.06,69,6,1.44,CN,1707676688
551,prado,-17.3411,-39.2208,28.41,68,48,3.39,BR,1707676198
552,aras-asan,8.8908,126.3033,24.94,86,91,4.87,PH,1707676689
553,portland,45.5234,-122.6762,11.27,93,75,5.66,US,1707675965
554,san jose del guaviare,2.5729,-72.6459,32.19,49,81,3.76,CO,1707676690
555,inyonga,-6.7167,32.0667,20.25,91,100,0.5,TZ,1707676690
556,bail-hongal,15.8167,74.8667,23.03,30,2,0.94,IN,1707676691
557,effium,6.6292,8.0593,33.88,28,0,2.49,NG,1707676278
558,firuzabad,28.8438,52.5707,10.33,58,100,0.91,IR,1707676692
559,devrek,41.2192,31.9558,12.72,63,100,2.49,TR,1707676692
560,yadgir,16.7667,77.1333,25.45,46,85,6.39,IN,1707676693
561,leava,-14.3,-178.1667,28.61,83,100,8.86,WF,1707676694
562,siem reap,13.5,104.0,20.49,62,15,1.82,KH,1707676694
563,anapa,44.8908,37.3239,11.19,76,0,6.0,RU,1707676695
564,choele choel,-39.2667,-65.6833,34.83,22,4,8.69,AR,1707676695
565,barcelos,41.5388,-8.6151,14.08,95,100,3.01,PT,1707676696
566,guatrache,-37.6678,-63.5302,35.08,30,0,4.66,AR,1707676696
567,qinggang,46.6833,126.0833,-10.3,84,12,7.18,CN,1707676697
568,as sulayyil,20.4607,45.5779,23.14,13,5,4.85,SA,1707676697
569,sambava,-14.2667,50.1667,26.07,88,100,1.77,MG,1707676120
570,odienne,9.51,-7.5692,30.69,13,100,1.62,CI,1707676699
571,anaconda,46.1285,-112.9423,-5.45,71,100,0.82,US,1707676699
572,lata,40.1629,-8.3327,13.37,94,100,2.51,PT,1707676169
573,fada n'gourma,12.0622,0.3578,31.51,7,0,1.67,BF,1707676701
574,anda,46.4,125.3167,-8.7,81,5,7.97,CN,1707676701
575,mbulu,-3.85,35.5333,16.32,88,100,2.08,TZ,1707676702
576,carrizo springs,28.5219,-99.8606,21.34,26,0,7.2,US,1707676702
